罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,被害者の年齢,被害者の職業,施錠関係
窃盗,自転車盗,西宮,甲東園,282049,兵庫県,西宮市,神呪町,20240506,23,４階建て以上共同住宅,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,西宮,甲東園,282049,兵庫県,西宮市,甲東園１丁目,20240425,7,その他の住宅（３階建て以下共同住宅等）,その他,30歳代,その他,施錠せず
窃盗,自転車盗,西宮,甲東園,282049,兵庫県,西宮市,甲東園１丁目,20240612,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,西宮,甲東園,282049,兵庫県,西宮市,甲東園１丁目,20240618,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,西宮,甲東園,282049,兵庫県,西宮市,甲東園１丁目,20240710,9,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,西宮,甲東園,282049,兵庫県,西宮市,甲東園１丁目,20240726,17,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,西宮,甲東園,282049,兵庫県,西宮市,甲東園１丁目,20241006,4,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,西宮,甲東園,282049,兵庫県,西宮市,甲東園１丁目,20241006,0,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,西宮,甲東園,282049,兵庫県,西宮市,甲東園１丁目,20241019,8,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,西宮,甲東園,282049,兵庫県,西宮市,甲東園３丁目,20240127,20,４階建て以上共同住宅,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,西宮,甲東園,282049,兵庫県,西宮市,甲東園３丁目,20240315,16,４階建て以上共同住宅,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,西宮,甲東園,282049,兵庫県,西宮市,甲東園３丁目,20240630,0,４階建て以上共同住宅,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,西宮,甲東園,282049,兵庫県,西宮市,松籟荘,20240328,16,その他,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,西宮,甲東園,282049,兵庫県,西宮市,松籟荘,20240504,11,その他,その他,10歳代,大学生,施錠した
窃盗,自転車盗,西宮,甲東園,282049,兵庫県,西宮市,松籟荘,20241127,8,その他の住宅（３階建て以下共同住宅等）,その他,40歳代,その他,施錠した
窃盗,自転車盗,西宮,甲東園,282049,兵庫県,西宮市,段上町１丁目,20240306,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,西宮,甲東園,282049,兵庫県,西宮市,段上町１丁目,20240927,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,西宮,甲東園,282049,兵庫県,西宮市,段上町２丁目,20240703,20,一戸建住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,西宮,甲東園,282049,兵庫県,西宮市,段上町３丁目,20240215,18,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,西宮,甲東園,282049,兵庫県,西宮市,段上町４丁目,20240121,10,その他,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,西宮,上ヶ原,282049,兵庫県,西宮市,上ケ原一番町,20240117,19,その他,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,西宮,上ヶ原,282049,兵庫県,西宮市,上ケ原一番町,20240419,8,その他,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,西宮,上ヶ原,282049,兵庫県,西宮市,上ケ原一番町,20240529,13,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,西宮,上ヶ原,282049,兵庫県,西宮市,上ケ原一番町,20240626,10,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,西宮,上ヶ原,282049,兵庫県,西宮市,上ケ原一番町,20240718,20,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,西宮,上ヶ原,282049,兵庫県,西宮市,上ケ原一番町,20240927,10,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,西宮,上ヶ原,282049,兵庫県,西宮市,上ケ原一番町,20240930,11,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,西宮,上ヶ原,282049,兵庫県,西宮市,上ケ原一番町,20241021,9,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,西宮,上ヶ原,282049,兵庫県,西宮市,上ケ原一番町,20241114,13,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,西宮,上ヶ原,282049,兵庫県,西宮市,上ケ原一番町,20241126,13,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,西宮,上ヶ原,282049,兵庫県,西宮市,上ケ原一番町,20241220,13,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,西宮,上ヶ原,282049,兵庫県,西宮市,上ケ原三番町,20240808,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,西宮,上ヶ原,282049,兵庫県,西宮市,上ケ原三番町,20241112,9,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,西宮,上ヶ原,282049,兵庫県,西宮市,上ケ原七番町,20240616,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,西宮,上ヶ原,282049,兵庫県,西宮市,上ケ原二番町,20231001,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,西宮,上ヶ原,282049,兵庫県,西宮市,上ケ原二番町,20240115,8,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,西宮,上ヶ原,282049,兵庫県,西宮市,上ケ原二番町,20240421,22,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,大学生,施錠した
窃盗,自転車盗,西宮,上ヶ原,282049,兵庫県,西宮市,上ケ原八番町,20241101,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,西宮,上ヶ原,282049,兵庫県,西宮市,上ケ原山手町,20240113,2,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,西宮,上ヶ原,282049,兵庫県,西宮市,上ケ原山手町,20240630,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,西宮,上ヶ原,282049,兵庫県,西宮市,上ケ原山手町,20240712,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,西宮,上ヶ原,282049,兵庫県,西宮市,上ケ原四番町,20240521,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,西宮,上ヶ原,282049,兵庫県,西宮市,上ケ原六番町,20240201,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,西宮,上ヶ原,282049,兵庫県,西宮市,上ケ原六番町,20240701,0,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,西宮,上ヶ原,282049,兵庫県,西宮市,上ケ原六番町,20241104,20,４階建て以上共同住宅,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,西宮,上ヶ原,282049,兵庫県,西宮市,上甲東園２丁目,20240828,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,西宮,上ヶ原,282049,兵庫県,西宮市,上甲東園５丁目,20240627,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,西宮,上ヶ原,282049,兵庫県,西宮市,仁川町４丁目,20240107,13,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,西宮,上ヶ原,282049,兵庫県,西宮市,仁川町４丁目,20240524,18,一戸建住宅,その他,10歳代,大学生,施錠した
窃盗,自転車盗,西宮,上ヶ原,282049,兵庫県,西宮市,仁川町４丁目,20240615,1,一戸建住宅,その他,10歳代,大学生,施錠せず
窃盗,自転車盗,西宮,上ヶ原,282049,兵庫県,西宮市,仁川町５丁目,20230701,0,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,西宮,上ヶ原,282049,兵庫県,西宮市,仁川町６丁目,20240810,13,一戸建住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,西宮,生瀬,282049,兵庫県,西宮市,生瀬町１丁目,20240427,12,一戸建住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,西宮,生瀬,282049,兵庫県,西宮市,生瀬東町,20240127,0,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,西宮,生瀬,282049,兵庫県,西宮市,生瀬東町,20240125,19,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,西宮,名塩,282049,兵庫県,西宮市,名塩新町,20240618,8,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,西宮,山口,282049,兵庫県,西宮市,山口町下山口４丁目,20240308,11,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,西宮,山口,282049,兵庫県,西宮市,山口町名来２丁目,20240420,19,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠した
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,武庫川町,20240601,17,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,池開町,20240611,18,その他,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,池開町,20240628,17,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,池開町,20240818,13,道路上,その他,65-69歳,その他,施錠せず
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,池開町,20241115,9,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,甲子園七番町,20240113,23,道路上,その他,10歳代,大学生,施錠した
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,甲子園七番町,20231122,7,道路上,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,甲子園七番町,20240606,11,一戸建住宅,その他,60-64歳,その他,施錠せず
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,甲子園七番町,20240628,11,道路上,その他,10歳代,大学生,施錠せず
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,甲子園七番町,20240808,20,道路上,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,甲子園七番町,20241011,12,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,甲子園七番町,20241104,22,その他,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,甲子園七番町,20241122,17,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,甲子園高潮町,20241123,18,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,甲子園八番町,20240331,14,その他,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,甲子園八番町,20240430,21,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,甲子園八番町,20240516,20,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,甲子園八番町,20240520,17,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,甲子園八番町,20240529,18,その他,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,甲子園八番町,20240708,17,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,甲子園八番町,20240821,15,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,甲子園八番町,20240908,15,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,甲子園八番町,20240828,19,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,甲子園八番町,20240907,16,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,甲子園八番町,20240915,17,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,甲子園八番町,20241005,19,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,甲子園八番町,20240928,16,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,甲子園八番町,20241013,17,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,甲子園八番町,20241012,17,その他,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,甲子園八番町,20241013,17,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,甲子園八番町,20241016,19,その他の住宅（３階建て以下共同住宅等）,その他,10歳代,その他,施錠せず
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,甲子園八番町,20241027,11,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,甲子園八番町,20241105,15,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,甲子園八番町,20241120,18,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,甲子園八番町,20241121,10,その他,駐車（輪）場,65-69歳,その他,施錠した
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,鳴尾町１丁目,20240212,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,鳴尾町１丁目,20240302,19,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,鳴尾町１丁目,20240321,18,その他,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,鳴尾町１丁目,20230215,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,鳴尾町１丁目,20240330,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,鳴尾町１丁目,20240609,18,道路上,その他,10歳代,大学生,施錠せず
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,鳴尾町１丁目,20240221,0,その他,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,鳴尾町１丁目,20241105,20,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,鳴尾町１丁目,20241114,9,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,鳴尾町２丁目,20240522,9,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,鳴尾町２丁目,20241019,17,一戸建住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,鳴尾町２丁目,20241026,22,その他の住宅（３階建て以下共同住宅等）,その他,10歳代,大学生,施錠せず
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,鳴尾町２丁目,20241201,19,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,鳴尾町３丁目,20241004,9,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,鳴尾町３丁目,20241109,11,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,鳴尾町３丁目,20241202,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,鳴尾町４丁目,20240608,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,鳴尾町４丁目,20241106,16,その他,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,武庫川町,20231019,16,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,武庫川町,20240215,17,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,武庫川町,20240317,17,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,武庫川町,20240329,21,その他,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,武庫川町,20240914,20,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,武庫川町,20241012,17,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,武庫川町,20241104,23,その他,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,甲子園,本郷,282049,兵庫県,西宮市,武庫川町,20241117,16,その他,その他,50歳代,その他,施錠した
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,上鳴尾町,20240210,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,上鳴尾町,20240305,12,その他,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,上鳴尾町,20240804,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,上鳴尾町,20241017,8,一戸建住宅,駐車（輪）場,10歳未満,小学生,施錠せず
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,上鳴尾町,20241201,18,一戸建住宅,その他,50歳代,その他,施錠せず
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,学文殿町１丁目,20240705,18,道路上,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,学文殿町１丁目,20240908,23,道路上,その他,10歳代,小学生,施錠せず
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,甲子園五番町,20240526,15,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,甲子園五番町,20241129,4,その他,その他,30歳代,その他,施錠せず
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,甲子園六番町,20220408,21,道路上,その他,65-69歳,その他,施錠せず
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,甲子園六番町,20240130,8,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,甲子園六番町,20240224,11,その他,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,甲子園六番町,20240611,6,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,甲子園六番町,20240611,5,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,甲子園六番町,20240825,12,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,甲子園六番町,20241023,12,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,甲子園六番町,20241123,16,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,甲子園六番町,20241205,20,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,小松北町１丁目,20240318,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,小松北町１丁目,20240608,16,一戸建住宅,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,小松北町１丁目,20241016,19,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,小松西町２丁目,20241007,15,一戸建住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,小松西町２丁目,20241008,15,一戸建住宅,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,小松西町２丁目,20241016,15,その他,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,小松西町２丁目,20241027,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,小松南町１丁目,20240120,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,小松南町１丁目,20240622,20,その他の住宅（３階建て以下共同住宅等）,その他,60-64歳,その他,施錠せず
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,小松南町１丁目,20240809,14,一戸建住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,小松南町２丁目,20240913,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,小松南町３丁目,20240516,16,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,小松町２丁目,20240407,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,小松町２丁目,20240901,0,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,里中町２丁目,20240515,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,里中町２丁目,20240629,22,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,里中町２丁目,20240721,17,その他,その他,10歳未満,小学生,施錠せず
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,里中町２丁目,20240805,20,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,里中町３丁目,20240308,16,４階建て以上共同住宅,駐車（輪）場,60-64歳,その他,施錠した
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,里中町３丁目,20240521,16,その他,その他,10歳代,大学生,施錠せず
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,里中町３丁目,20240721,10,道路上,その他,10歳代,高校生,施錠した
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,里中町３丁目,20240729,12,その他,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,里中町３丁目,20240913,19,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,里中町３丁目,20240928,12,４階建て以上共同住宅,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,高須町２丁目,20240609,17,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,花園町,20240712,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,花園町,20241003,20,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,花園町,20241017,9,４階建て以上共同住宅,その他,20歳代,その他,施錠せず
窃盗,自転車盗,甲子園,小松,282049,兵庫県,西宮市,若草町２丁目,20240203,8,その他の住宅（３階建て以下共同住宅等）,その他,30歳代,その他,施錠せず
窃盗,自転車盗,甲子園,上田,282049,兵庫県,西宮市,上田中町,20240531,18,４階建て以上共同住宅,その他,30歳代,その他,施錠せず
窃盗,自転車盗,甲子園,上田,282049,兵庫県,西宮市,上田西町,20240704,18,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,甲子園,上田,282049,兵庫県,西宮市,上田東町,20240130,20,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,甲子園,上田,282049,兵庫県,西宮市,上田東町,20240517,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,甲子園,上田,282049,兵庫県,西宮市,上田東町,20240607,22,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠せず
窃盗,自転車盗,甲子園,上田,282049,兵庫県,西宮市,上田東町,20240721,13,その他,駐車（輪）場,10歳代,高校生,施錠せず
