罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,被害者の年齢,被害者の職業,施錠関係
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,北別府３丁目,20240728,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,北別府４丁目,20231229,11,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,北別府４丁目,20240315,8,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,北別府４丁目,20240501,10,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,北別府４丁目,20240808,9,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,北別府４丁目,20240830,10,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,北別府４丁目,20241224,13,その他,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上３丁目,20231230,13,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上３丁目,20240108,15,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上３丁目,20241122,12,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上３丁目,20241220,10,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上４丁目,20231220,20,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上４丁目,20230921,17,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上４丁目,20240101,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上４丁目,20240506,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,今寺,20240613,17,その他,その他,10歳未満,小学生,施錠せず
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,今寺,20240919,7,４階建て以上共同住宅,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,大津和２丁目,20240304,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,大津和２丁目,20240324,12,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,大津和２丁目,20240701,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,大津和２丁目,20240801,17,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,大津和２丁目,20241207,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,南別府１丁目,20240515,16,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,南別府１丁目,20240526,14,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,南別府１丁目,20241027,1,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,南別府２丁目,20240113,2,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,南別府２丁目,20240421,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,南別府２丁目,20240520,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,南別府４丁目,20231001,9,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,竜が岡１丁目,20240505,16,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,白水１丁目,20240206,8,一戸建住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,白水１丁目,20241216,8,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,白水３丁目,20240303,13,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,白水３丁目,20240315,1,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,神戸西,学園駅前,281115,兵庫県,神戸市西区,伊川谷町　長坂,20240508,17,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,神戸西,学園駅前,281115,兵庫県,神戸市西区,伊川谷町　長坂,20240524,16,一戸建住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,神戸西,学園駅前,281115,兵庫県,神戸市西区,伊川谷町　長坂,20240708,19,その他,その他,10歳代,中学生,施錠した
窃盗,自転車盗,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園西町１丁目,20240214,16,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園西町１丁目,20240216,19,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園西町１丁目,20240602,7,その他,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園西町１丁目,20240712,9,その他,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園西町１丁目,20240802,19,その他,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園西町１丁目,20240827,8,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園西町１丁目,20241022,6,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園西町１丁目,20241128,16,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園西町５丁目,20240605,14,道路上,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園西町５丁目,20240719,18,４階建て以上共同住宅,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園西町７丁目,20231223,21,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園西町７丁目,20241221,20,４階建て以上共同住宅,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園西町８丁目,20240721,5,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園西町８丁目,20241026,22,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園東町２丁目,20231028,6,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳未満,小学生,施錠せず
窃盗,自転車盗,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園東町４丁目,20240531,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園東町５丁目,20240302,10,その他,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園東町６丁目,20240607,11,４階建て以上共同住宅,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園東町６丁目,20240712,23,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園東町９丁目,20240414,8,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園東町９丁目,20240509,6,その他,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,神戸西,学園駅前,281115,兵庫県,神戸市西区,前開南町１丁目,20231222,12,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,神戸西,学園駅前,281115,兵庫県,神戸市西区,前開南町１丁目,20240116,8,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,神戸西,学園駅前,281115,兵庫県,神戸市西区,前開南町１丁目,20240119,7,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,神戸西,学園駅前,281115,兵庫県,神戸市西区,前開南町１丁目,20240117,6,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,神戸西,学園駅前,281115,兵庫県,神戸市西区,前開南町１丁目,20240727,6,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,神戸西,学園駅前,281115,兵庫県,神戸市西区,前開南町１丁目,20240904,7,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,神戸西,学園駅前,281115,兵庫県,神戸市西区,前開南町２丁目,20241022,8,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町　有瀬,20240212,9,その他,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町　有瀬,20240317,22,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町　有瀬,20240417,18,４階建て以上共同住宅,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町　有瀬,20231206,15,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町　有瀬,20240425,14,４階建て以上共同住宅,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町　有瀬,20240425,21,４階建て以上共同住宅,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町　有瀬,20240515,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町　有瀬,20240618,20,道路上,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町　有瀬,20240623,18,４階建て以上共同住宅,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町　有瀬,20240710,19,４階建て以上共同住宅,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町　有瀬,20240701,0,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町　有瀬,20240101,0,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町　有瀬,20240502,21,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町　有瀬,20240813,11,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町　有瀬,20240902,5,４階建て以上共同住宅,駐車（輪）場,65-69歳,その他,施錠せず
窃盗,自転車盗,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町　有瀬,20241127,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町　有瀬,20241225,16,その他,その他,10歳代,小学生,施錠せず
窃盗,自転車盗,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町　潤和,20231230,16,一戸建住宅,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町　潤和,20240325,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,高校生,施錠せず
