罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,現金以外の主な被害品
窃盗,部品ねらい,西宮,西宮中央,282049,兵庫県,西宮市,高松町,2018-03-02,16,駐車（輪）場,その他
窃盗,部品ねらい,西宮,西宮中央,282049,兵庫県,西宮市,高松町,2018-07-18,09,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,西宮中央,282049,兵庫県,西宮市,長田町,2018-09-11,09,駐車（輪）場,その他
窃盗,部品ねらい,西宮,西宮中央,282049,兵庫県,西宮市,深津町,2018-11-27,16,駐車（輪）場,その他
窃盗,部品ねらい,西宮,二見,282049,兵庫県,西宮市,甲子園口北町,2018-03-23,21,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,二見,282049,兵庫県,西宮市,天道町,2018-06-14,14,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,上之町,282049,兵庫県,西宮市,荒木町,2018-04-02,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,上之町,282049,兵庫県,西宮市,門前町,2018-05-18,20,駐車（輪）場,その他
窃盗,部品ねらい,西宮,門戸,282049,兵庫県,西宮市,下大市東町,2018-04-28,14,駐車（輪）場,その他
窃盗,部品ねらい,西宮,門戸,282049,兵庫県,西宮市,林田町,2018-01-08,23,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,門戸,282049,兵庫県,西宮市,林田町,2018-10-24,18,駐車（輪）場,その他
窃盗,部品ねらい,西宮,門戸,282049,兵庫県,西宮市,丸橋町,2018-10-01,20,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,西宮,門戸,282049,兵庫県,西宮市,門戸東町,2018-08-24,07,駐車（輪）場,その他
窃盗,部品ねらい,西宮,甲東園,282049,兵庫県,西宮市,上甲東園４丁目,2018-07-25,22,一戸建住宅,ナンバープレート
窃盗,部品ねらい,西宮,甲東園,282049,兵庫県,西宮市,神呪町,2017-12-28,15,一戸建住宅,その他
窃盗,部品ねらい,西宮,甲東園,282049,兵庫県,西宮市,甲東園２丁目,2018-09-14,10,一戸建住宅,ナンバープレート
窃盗,部品ねらい,西宮,甲東園,282049,兵庫県,西宮市,段上町２丁目,2018-07-03,08,駐車（輪）場,その他
窃盗,部品ねらい,西宮,甲東園,282049,兵庫県,西宮市,段上町４丁目,2018-01-23,19,道路上,その他
窃盗,部品ねらい,西宮,上ヶ原,282049,兵庫県,西宮市,上ケ原五番町,2018-07-01,20,一戸建住宅,ナンバープレート
窃盗,部品ねらい,西宮,上ヶ原,282049,兵庫県,西宮市,上ケ原五番町,2018-10-13,14,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,西宮,上ヶ原,282049,兵庫県,西宮市,上ケ原七番町,2018-07-01,00,駐車（輪）場,その他
窃盗,部品ねらい,西宮,上ヶ原,282049,兵庫県,西宮市,仁川町６丁目,2018-08-05,14,その他,その他
窃盗,部品ねらい,西宮,生瀬,282049,兵庫県,西宮市,生瀬東町,2018-09-04,14,一戸建住宅,ナンバープレート
窃盗,部品ねらい,西宮,山口,282049,兵庫県,西宮市,上ケ原八番町,2018-09-03,19,一戸建住宅,ナンバープレート
窃盗,部品ねらい,西宮,山口,282049,兵庫県,西宮市,山口町中野１丁目,2018-04-26,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,山口,282049,兵庫県,西宮市,山口町中野１丁目,2018-05-23,21,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,山口,282049,兵庫県,西宮市,山口町名来２丁目,2018-03-20,01,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,甲子園,本郷,282049,兵庫県,西宮市,甲子園七番町,2018-05-04,16,その他の住宅（３階建て以下共同住宅等）,タイヤ・ホイール
窃盗,部品ねらい,甲子園,本郷,282049,兵庫県,西宮市,甲子園八番町,2018-05-06,13,道路上,その他
窃盗,部品ねらい,甲子園,本郷,282049,兵庫県,西宮市,小松町１丁目,2018-09-18,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,甲子園,本郷,282049,兵庫県,西宮市,小松町２丁目,2018-09-04,17,道路上,その他
窃盗,部品ねらい,甲子園,小松,282049,兵庫県,西宮市,甲子園五番町,2018-06-16,20,４階建て以上共同住宅,その他
窃盗,部品ねらい,甲子園,小松,282049,兵庫県,西宮市,甲子園四番町,2018-12-09,23,一戸建住宅,ナンバープレート
窃盗,部品ねらい,甲子園,小松,282049,兵庫県,西宮市,甲子園六番町,2018-07-23,00,道路上,その他
窃盗,部品ねらい,甲子園,小松,282049,兵庫県,西宮市,小松西町１丁目,2018-06-03,23,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,甲子園,小松,282049,兵庫県,西宮市,小松南町１丁目,2018-08-06,16,駐車（輪）場,その他
窃盗,部品ねらい,甲子園,小松,282049,兵庫県,西宮市,小松町１丁目,2018-11-22,08,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,甲子園,上田,282049,兵庫県,西宮市,上田西町,2018-12-18,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,甲子園,上田,282049,兵庫県,西宮市,笠屋町,2018-11-18,10,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,甲子園,上田,282049,兵庫県,西宮市,東鳴尾町１丁目,2018-09-16,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,甲子園,上田,282049,兵庫県,西宮市,東鳴尾町２丁目,2018-09-08,00,駐車（輪）場,その他
窃盗,部品ねらい,甲子園,枝川,282049,兵庫県,西宮市,枝川町,2018-07-12,07,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,甲子園,中津,282049,兵庫県,西宮市,甲子園町,2018-05-28,08,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,甲子園,中津,282049,兵庫県,西宮市,甲子園町,2018-11-20,08,駐車（輪）場,その他
窃盗,部品ねらい,甲子園,中津,282049,兵庫県,西宮市,浜甲子園３丁目,2018-01-15,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,甲子園,中津,282049,兵庫県,西宮市,東鳴尾町１丁目,2018-08-09,19,駐車（輪）場,その他
窃盗,部品ねらい,甲子園,中津,282049,兵庫県,西宮市,甲子園浜２丁目,2018-01-20,12,駐車（輪）場,カーナビ
窃盗,部品ねらい,甲子園,中津,282049,兵庫県,西宮市,甲子園浜２丁目,2018-08-21,09,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,甲子園,浦風,282049,兵庫県,西宮市,上甲子園２丁目,2018-05-07,09,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,甲子園,上甲子園,282049,兵庫県,西宮市,上甲子園１丁目,2018-08-11,11,駐車（輪）場,その他
窃盗,部品ねらい,甲子園,上甲子園,282049,兵庫県,西宮市,甲子園三番町,2018-07-21,17,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,甲子園,上甲子園,282049,兵庫県,西宮市,甲子園口３丁目,2018-01-18,11,駐車（輪）場,その他
窃盗,部品ねらい,甲子園,高須,282049,兵庫県,西宮市,高須町１丁目,2018-02-05,08,駐車（輪）場,その他
窃盗,部品ねらい,甲子園,高須,282049,兵庫県,西宮市,高須町１丁目,2018-03-13,19,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,甲子園,高須,282049,兵庫県,西宮市,高須町１丁目,2018-06-18,15,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,甲子園,高須,282049,兵庫県,西宮市,高須町１丁目,2018-07-03,19,駐車（輪）場,その他
窃盗,部品ねらい,甲子園,高須,282049,兵庫県,西宮市,高須町１丁目,2018-07-10,09,４階建て以上共同住宅,その他
窃盗,部品ねらい,甲子園,高須,282049,兵庫県,西宮市,高須町１丁目,2018-07-17,22,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,甲子園,高須,282049,兵庫県,西宮市,高須町１丁目,2018-07-19,08,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,甲子園,高須,282049,兵庫県,西宮市,高須町１丁目,2018-10-11,20,４階建て以上共同住宅,その他
窃盗,部品ねらい,甲子園,高須,282049,兵庫県,西宮市,高須町１丁目,2018-10-11,22,４階建て以上共同住宅,その他
窃盗,部品ねらい,甲子園,高須,282049,兵庫県,西宮市,高須町２丁目,2018-01-01,20,４階建て以上共同住宅,タイヤ・ホイール
窃盗,部品ねらい,尼崎南,東難波,282022,兵庫県,尼崎市,東難波町４丁目,2018-05-14,19,その他,その他
窃盗,部品ねらい,尼崎南,東難波,282022,兵庫県,尼崎市,東難波町４丁目,2018-07-04,12,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,東難波,282022,兵庫県,尼崎市,東難波町４丁目,2018-08-19,19,道路上,その他
窃盗,部品ねらい,尼崎南,東難波,282022,兵庫県,尼崎市,東難波町５丁目,2018-02-01,00,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,東難波,282022,兵庫県,尼崎市,東難波町５丁目,2018-05-23,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,東難波,282022,兵庫県,尼崎市,東難波町５丁目,2018-06-17,12,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,尼崎南,西難波,282022,兵庫県,尼崎市,稲葉荘４丁目,2018-03-16,20,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,西難波,282022,兵庫県,尼崎市,西難波町１丁目,2018-02-11,03,一戸建住宅,ナンバープレート
窃盗,部品ねらい,尼崎南,西難波,282022,兵庫県,尼崎市,東難波町３丁目,2016-06-11,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,西難波,282022,兵庫県,尼崎市,東難波町３丁目,2018-04-21,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,西難波,282022,兵庫県,尼崎市,東難波町３丁目,2018-06-17,18,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,尼崎南,西難波,282022,兵庫県,尼崎市,東難波町４丁目,2018-10-27,19,道路上,その他
窃盗,部品ねらい,尼崎南,竹谷,282022,兵庫県,尼崎市,神田南通６丁目,2018-06-12,21,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,竹谷,282022,兵庫県,尼崎市,玄番北之町,2018-01-26,18,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,出屋敷,282022,兵庫県,尼崎市,竹谷町１丁目,2018-03-30,16,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,出屋敷,282022,兵庫県,尼崎市,竹谷町１丁目,2018-03-30,23,道路上,ナンバープレート
窃盗,部品ねらい,尼崎南,出屋敷,282022,兵庫県,尼崎市,竹谷町３丁目,2018-07-22,00,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,中央,282022,兵庫県,尼崎市,開明町２丁目,2018-06-02,14,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,中央,282022,兵庫県,尼崎市,神田北通３丁目,2018-11-05,18,道路上,その他
窃盗,部品ねらい,尼崎南,中央,282022,兵庫県,尼崎市,神田中通１丁目,2018-06-29,05,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,中央,282022,兵庫県,尼崎市,神田中通２丁目,2018-04-03,14,道路上,その他
窃盗,部品ねらい,尼崎南,中央,282022,兵庫県,尼崎市,神田中通４丁目,2018-02-24,17,道路上,その他
窃盗,部品ねらい,尼崎南,中央,282022,兵庫県,尼崎市,神田南通１丁目,2018-11-08,18,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,中央,282022,兵庫県,尼崎市,汐町,2018-01-02,00,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,中央,282022,兵庫県,尼崎市,昭和南通４丁目,2018-04-20,10,道路上,その他
窃盗,部品ねらい,尼崎南,中央,282022,兵庫県,尼崎市,寺町,2018-03-18,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,中央,282022,兵庫県,尼崎市,中在家町１丁目,2018-06-21,15,駐車（輪）場,なし
窃盗,部品ねらい,尼崎南,中央,282022,兵庫県,尼崎市,西本町２丁目,2018-11-12,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,中央,282022,兵庫県,尼崎市,西御園町,2018-11-25,12,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,尼崎南,中央,282049,兵庫県,西宮市,高須町１丁目,2018-06-27,12,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,御茶屋橋,282022,兵庫県,尼崎市,東本町２丁目,2018-06-07,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,御茶屋橋,282022,兵庫県,尼崎市,南城内,2018-02-06,18,駐車（輪）場,なし
窃盗,部品ねらい,尼崎南,御茶屋橋,282022,兵庫県,尼崎市,,2018-01-23,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,御茶屋橋,282022,兵庫県,尼崎市,,2018-06-16,13,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,御茶屋橋,282022,兵庫県,尼崎市,,2018-10-27,13,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,大物,282022,兵庫県,尼崎市,北大物町,2018-08-24,19,一戸建住宅,ナンバープレート
窃盗,部品ねらい,尼崎南,大物,282022,兵庫県,尼崎市,大物町１丁目,2018-03-29,05,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,大物,282022,兵庫県,尼崎市,大物町１丁目,2018-06-17,12,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,大物,282022,兵庫県,尼崎市,大物町１丁目,2018-08-06,12,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,大物,282022,兵庫県,尼崎市,西大物町,2018-08-04,07,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,大物,282022,兵庫県,尼崎市,東大物町２丁目,2018-10-29,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,大島,282022,兵庫県,尼崎市,稲葉荘１丁目,2018-04-12,16,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,大島,282022,兵庫県,尼崎市,浜田町２丁目,2018-06-03,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,大島,282022,兵庫県,尼崎市,浜田町５丁目,2018-02-21,18,その他,ナンバープレート
窃盗,部品ねらい,尼崎南,大島,282022,兵庫県,尼崎市,大庄北５丁目,2018-10-27,16,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,七松,282022,兵庫県,尼崎市,大物町２丁目,2018-03-19,21,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,七松,282022,兵庫県,尼崎市,七松町１丁目,2018-01-29,23,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,七松,282022,兵庫県,尼崎市,西難波町６丁目,2018-10-06,01,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,七松,282022,兵庫県,尼崎市,東七松町１丁目,2018-06-27,08,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,稲葉荘,282022,兵庫県,尼崎市,稲葉荘３丁目,2018-12-08,23,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,稲葉荘,282022,兵庫県,尼崎市,稲葉元町１丁目,2018-01-20,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,大庄,282022,兵庫県,尼崎市,大庄中通２丁目,2018-02-09,20,道路上,ナンバープレート
窃盗,部品ねらい,尼崎南,大庄,282022,兵庫県,尼崎市,大島２丁目,2018-06-03,13,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,尼崎南,元浜,282022,兵庫県,尼崎市,道意町７丁目,2018-09-02,17,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,元浜,282022,兵庫県,尼崎市,元浜町１丁目,2015-05-01,00,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,元浜,282022,兵庫県,尼崎市,元浜町２丁目,2018-09-10,19,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,尼崎南,元浜,282022,兵庫県,尼崎市,元浜町５丁目,2018-01-30,08,道路上,ナンバープレート
窃盗,部品ねらい,尼崎南,センタープール前,282022,兵庫県,尼崎市,大庄川田町,2018-01-18,20,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,尼崎南,センタープール前,282022,兵庫県,尼崎市,崇徳院２丁目,2018-04-26,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,センタープール前,282022,兵庫県,尼崎市,崇徳院２丁目,2018-08-24,14,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,尼崎南,センタープール前,282022,兵庫県,尼崎市,崇徳院３丁目,2018-06-17,23,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,センタープール前,282022,兵庫県,尼崎市,蓬川町,2018-06-08,20,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,センタープール前,282022,兵庫県,尼崎市,蓬川町,2018-06-10,00,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,センタープール前,282022,兵庫県,尼崎市,蓬川町,2018-06-27,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,センタープール前,282022,兵庫県,尼崎市,蓬川町,2018-07-15,06,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,センタープール前,282022,兵庫県,尼崎市,大庄西町１丁目,2018-07-02,07,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,尼崎南,センタープール前,282022,兵庫県,尼崎市,大庄西町４丁目,2018-04-15,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,センタープール前,282022,兵庫県,尼崎市,大庄西町４丁目,2018-06-04,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,センタープール前,282022,兵庫県,尼崎市,大庄西町４丁目,2018-08-24,19,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,尼崎東,稲川橋,282022,兵庫県,尼崎市,杭瀬南新町４丁目,2018-03-18,11,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,稲川橋,282022,兵庫県,尼崎市,長洲東通２丁目,2018-05-25,16,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,杭瀬,282022,兵庫県,尼崎市,梶ケ島,2018-06-09,12,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,杭瀬,282022,兵庫県,尼崎市,杭瀬本町２丁目,2018-04-23,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎東,杭瀬,282022,兵庫県,尼崎市,杭瀬南新町１丁目,2018-05-04,17,一戸建住宅,その他
窃盗,部品ねらい,尼崎東,杭瀬,282022,兵庫県,尼崎市,杭瀬南新町２丁目,2018-12-07,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎東,常光寺,282022,兵庫県,尼崎市,今福１丁目,2017-12-30,16,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎東,常光寺,282022,兵庫県,尼崎市,今福１丁目,2018-04-06,20,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,常光寺,282022,兵庫県,尼崎市,常光寺１丁目,2018-02-11,14,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎東,常光寺,282022,兵庫県,尼崎市,常光寺１丁目,2018-07-16,17,道路上,ナンバープレート
窃盗,部品ねらい,尼崎東,常光寺,282022,兵庫県,尼崎市,常光寺２丁目,2018-02-28,19,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,常光寺,282022,兵庫県,尼崎市,常光寺２丁目,2018-07-22,18,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,尼崎駅前,282022,兵庫県,尼崎市,神崎町,2018-10-30,22,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎東,尼崎駅前,282022,兵庫県,尼崎市,長洲中通１丁目,2018-06-21,11,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,尼崎駅前,282022,兵庫県,尼崎市,長洲本通１丁目,2018-04-23,10,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎東,潮江,282022,兵庫県,尼崎市,潮江１丁目,2018-05-14,18,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,潮江,282022,兵庫県,尼崎市,潮江１丁目,2018-09-12,10,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,潮江,282022,兵庫県,尼崎市,潮江１丁目,2018-10-16,13,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,潮江,282022,兵庫県,尼崎市,善法寺町,2018-06-09,01,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎東,潮江,282022,兵庫県,尼崎市,次屋１丁目,2018-01-03,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎東,潮江,282022,兵庫県,尼崎市,戸ノ内町３丁目,2018-02-19,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎東,潮江,282022,兵庫県,尼崎市,長洲西通１丁目,2018-08-15,11,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎東,潮江,282022,兵庫県,尼崎市,西川２丁目,2018-06-08,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎東,神崎,282022,兵庫県,尼崎市,神崎町,2018-08-15,09,道路上,その他
窃盗,部品ねらい,尼崎東,神崎,282022,兵庫県,尼崎市,潮江１丁目,2018-04-02,08,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎東,神崎,282022,兵庫県,尼崎市,西川２丁目,2018-08-21,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎東,下坂部,282022,兵庫県,尼崎市,久々知２丁目,2017-12-24,08,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎東,下坂部,282022,兵庫県,尼崎市,久々知２丁目,2018-05-02,11,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎東,下坂部,282022,兵庫県,尼崎市,久々知２丁目,2018-05-03,15,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎東,下坂部,282022,兵庫県,尼崎市,久々知西町２丁目,2018-06-01,19,４階建て以上共同住宅,その他
窃盗,部品ねらい,尼崎東,下坂部,282022,兵庫県,尼崎市,久々知西町２丁目,2018-12-08,19,一戸建住宅,ナンバープレート
窃盗,部品ねらい,尼崎東,下坂部,282022,兵庫県,尼崎市,下坂部３丁目,2018-05-02,19,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,下坂部,282022,兵庫県,尼崎市,次屋４丁目,2018-05-01,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎東,下坂部,282022,兵庫県,尼崎市,西川２丁目,2017-12-01,09,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,下坂部,282022,兵庫県,尼崎市,西川２丁目,2018-07-17,10,駐車（輪）場,なし
窃盗,部品ねらい,尼崎東,下坂部,282022,兵庫県,尼崎市,浜１丁目,2018-03-03,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎東,西長洲,282022,兵庫県,尼崎市,西長洲町２丁目,2018-02-04,10,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎東,上坂部,282022,兵庫県,尼崎市,猪名寺２丁目,2018-08-06,23,その他,ナンバープレート
窃盗,部品ねらい,尼崎東,上坂部,282022,兵庫県,尼崎市,上坂部２丁目,2018-01-08,21,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎東,上坂部,282022,兵庫県,尼崎市,上坂部３丁目,2018-08-11,10,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎東,上坂部,282022,兵庫県,尼崎市,上坂部３丁目,2018-10-11,21,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,尼崎東,上坂部,282022,兵庫県,尼崎市,小中島３丁目,2018-02-02,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎東,上坂部,282022,兵庫県,尼崎市,若王寺２丁目,2018-05-10,19,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,上坂部,282022,兵庫県,尼崎市,若王寺２丁目,2018-09-16,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎東,上坂部,282022,兵庫県,尼崎市,若王寺３丁目,2018-04-07,17,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,上坂部,282022,兵庫県,尼崎市,東塚口町１丁目,2018-05-26,09,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,食満,282022,兵庫県,尼崎市,南清水,2017-07-01,12,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎東,食満,282022,兵庫県,尼崎市,南清水,2018-04-02,16,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎東,食満,282022,兵庫県,尼崎市,食満３丁目,2018-07-31,19,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,食満,282022,兵庫県,尼崎市,食満５丁目,2018-02-20,17,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,尼崎東,園田駅前,282022,兵庫県,尼崎市,小中島３丁目,2018-07-31,18,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,園田駅前,282022,兵庫県,尼崎市,椎堂１丁目,2018-04-06,18,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,園田駅前,282022,兵庫県,尼崎市,椎堂１丁目,2018-07-05,18,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,園田駅前,282022,兵庫県,尼崎市,東園田町１丁目,2018-02-27,16,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,尼崎東,園田駅前,282022,兵庫県,尼崎市,東園田町１丁目,2018-04-30,06,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,尼崎東,園田駅前,282022,兵庫県,尼崎市,東園田町１丁目,2018-07-26,19,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,園田駅前,282022,兵庫県,尼崎市,東園田町２丁目,2018-03-09,16,一戸建住宅,その他
窃盗,部品ねらい,尼崎東,園田駅前,282022,兵庫県,尼崎市,東園田町４丁目,2018-04-13,10,道路上,ナンバープレート
窃盗,部品ねらい,尼崎東,園田駅前,282022,兵庫県,尼崎市,東園田町４丁目,2018-07-30,19,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,園田駅前,282022,兵庫県,尼崎市,東園田町４丁目,2018-07-31,23,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,園田駅前,282022,兵庫県,尼崎市,東園田町４丁目,2018-08-04,15,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,園田駅前,282022,兵庫県,尼崎市,東園田町５丁目,2018-03-12,21,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎東,園田駅前,282022,兵庫県,尼崎市,東園田町９丁目,2018-02-17,18,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,モスリン橋,282022,兵庫県,尼崎市,東園田町８丁目,2018-11-21,09,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,競馬場前,282022,兵庫県,尼崎市,田能１丁目,2018-05-16,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎東,競馬場前,282022,兵庫県,尼崎市,田能４丁目,2018-04-23,15,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎東,競馬場前,282022,兵庫県,尼崎市,東園田町２丁目,2018-07-14,11,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,競馬場前,282022,兵庫県,尼崎市,東園田町３丁目,2018-05-20,12,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,競馬場前,282022,兵庫県,尼崎市,東園田町３丁目,2018-07-07,19,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,競馬場前,282022,兵庫県,尼崎市,東園田町８丁目,2018-08-21,19,道路上,ナンバープレート
