罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,オートバイ盗,生田,生田前,281107,兵庫県,神戸市中央区,北長狭通２丁目,2019-08-05,23,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,生田,生田前,281107,兵庫県,神戸市中央区,下山手通２丁目,2019-09-19,00,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,生田,元町通,281107,兵庫県,神戸市中央区,栄町通６丁目,2019-12-09,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,生田,大倉山,281107,兵庫県,神戸市中央区,北長狭通７丁目,2018-10-10,13,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,生田,大倉山,281107,兵庫県,神戸市中央区,北長狭通８丁目,2019-12-28,16,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,生田,大倉山,281107,兵庫県,神戸市中央区,楠町７丁目,2018-11-01,12,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,生田,大倉山,281107,兵庫県,神戸市中央区,下山手通８丁目,2019-01-23,11,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,生田,大倉山,281107,兵庫県,神戸市中央区,中山手通８丁目,2019-08-16,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,生田,大倉山,281107,兵庫県,神戸市中央区,中山手通８丁目,2019-11-11,09,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,生田,大倉山,281107,兵庫県,神戸市中央区,元町高架通,2019-01-19,17,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,生田,大倉山,281107,兵庫県,神戸市中央区,元町高架通,2019-11-11,09,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,生田,デュオこうべ,281107,兵庫県,神戸市中央区,相生町３丁目,2019-10-09,07,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,生田,ハーバーランド,281107,兵庫県,神戸市中央区,相生町５丁目,2019-09-18,20,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,兵庫,平野,281051,兵庫県,神戸市兵庫区,石井町５丁目,2019-08-07,07,道路上,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,兵庫,平野,281051,兵庫県,神戸市兵庫区,菊水町２丁目,2019-05-10,20,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,兵庫,平野,281051,兵庫県,神戸市兵庫区,菊水町２丁目,2019-07-06,21,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,兵庫,平野,281051,兵庫県,神戸市兵庫区,五宮町,2018-11-21,17,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,兵庫,平野,281051,兵庫県,神戸市兵庫区,下祇園町,2019-02-26,17,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,兵庫,湊川,281051,兵庫県,神戸市兵庫区,荒田町１丁目,2019-09-06,12,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,兵庫,湊川,281051,兵庫県,神戸市兵庫区,下沢通１丁目,2019-05-11,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,兵庫,湊川,281051,兵庫県,神戸市兵庫区,新開地２丁目,2019-10-07,12,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,兵庫,湊川,281051,兵庫県,神戸市兵庫区,東山町１丁目,2019-10-16,12,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,兵庫,湊川,281051,兵庫県,神戸市兵庫区,東山町３丁目,2019-04-11,18,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,兵庫,湊川,281051,兵庫県,神戸市兵庫区,東山町４丁目,2018-12-30,19,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,兵庫,湊川,281051,兵庫県,神戸市兵庫区,湊川町８丁目,2019-10-20,22,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,兵庫,新開地,281051,兵庫県,神戸市兵庫区,佐比江町,2019-01-05,22,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,兵庫,新開地,281051,兵庫県,神戸市兵庫区,新開地６丁目,2019-09-05,17,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,兵庫,新開地,281051,兵庫県,神戸市兵庫区,西出町２丁目,2019-04-30,17,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,兵庫,新開地,281051,兵庫県,神戸市兵庫区,湊町４丁目,2019-05-07,08,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,兵庫,熊野,281051,兵庫県,神戸市兵庫区,夢野町４丁目,2017-11-28,07,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,上沢通４丁目,2019-11-15,20,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,上沢通４丁目,2019-12-03,04,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,下沢通３丁目,2019-04-13,21,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,兵庫,大開,281051,兵庫県,神戸市兵庫区,大開通６丁目,2019-08-31,19,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,兵庫,兵庫駅前,281051,兵庫県,神戸市兵庫区,駅前通１丁目,2019-07-20,07,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,兵庫,兵庫駅前,281051,兵庫県,神戸市兵庫区,大開通８丁目,2019-01-26,19,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,兵庫,七宮,281051,兵庫県,神戸市兵庫区,七宮町１丁目,2019-12-24,20,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,兵庫,明親,281051,兵庫県,神戸市兵庫区,吉田町２丁目,2019-05-17,21,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,兵庫,御崎公園,281051,兵庫県,神戸市兵庫区,浜中町１丁目,2019-03-29,18,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,兵庫,御崎公園,281051,兵庫県,神戸市兵庫区,御崎町１丁目,2019-04-16,19,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,長田,名倉,281069,兵庫県,神戸市長田区,房王寺町３丁目,2019-05-05,10,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,長田,寺池,281069,兵庫県,神戸市長田区,片山町２丁目,2019-10-03,06,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,長田,上池田,281069,兵庫県,神戸市長田区,上池田３丁目,2019-10-03,15,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,長田,長田東,281069,兵庫県,神戸市長田区,二番町２丁目,2019-06-20,22,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,長田,長田東,281069,兵庫県,神戸市長田区,四番町８丁目,2019-03-18,17,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,長田,長田東,281069,兵庫県,神戸市長田区,四番町８丁目,2019-10-03,11,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,長田,御蔵,281069,兵庫県,神戸市長田区,一番町３丁目,2019-07-10,07,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,長田,湊川大橋,281069,兵庫県,神戸市長田区,東尻池町９丁目,2019-12-26,22,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,長田,大谷,281069,兵庫県,神戸市長田区,五位ノ池町２丁目,2019-09-23,16,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,長田,新長田駅前,281069,兵庫県,神戸市長田区,,不明,不明,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,長田,新長田駅前,281069,兵庫県,神戸市長田区,松野通１丁目,2019-04-28,10,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,長田,新長田駅前,281069,兵庫県,神戸市長田区,若松町３丁目,2019-09-19,08,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,長田,久保,281069,兵庫県,神戸市長田区,久保町９丁目,2019-08-27,18,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,長田,野田,281069,兵庫県,神戸市長田区,久保町１０丁目,2019-05-08,18,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,長田,野田,281069,兵庫県,神戸市長田区,浪松町５丁目,2019-12-27,19,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,須磨,板宿,281077,兵庫県,神戸市須磨区,大田町３丁目,2018-12-20,18,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,須磨,板宿,281077,兵庫県,神戸市須磨区,養老町１丁目,2019-07-27,21,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,須磨,若宮,281077,兵庫県,神戸市須磨区,小寺町４丁目,2019-03-13,01,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,須磨,妙法寺,281077,兵庫県,神戸市須磨区,妙法寺字中田,2019-11-04,06,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,須磨,白川台,281077,兵庫県,神戸市須磨区,白川台２丁目,2019-07-02,15,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,須磨,白川台,281077,兵庫県,神戸市須磨区,白川台２丁目,2019-07-10,17,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,須磨,白川台,281077,兵庫県,神戸市須磨区,白川台３丁目,2019-11-23,18,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,須磨,白川台,281077,兵庫県,神戸市須磨区,東落合３丁目,2019-01-13,19,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,須磨,名谷中央,281077,兵庫県,神戸市須磨区,神の谷６丁目,不明,不明,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,須磨,名谷中央,281077,兵庫県,神戸市須磨区,中落合２丁目,2019-03-10,15,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,須磨,名谷中央,281077,兵庫県,神戸市須磨区,西落合４丁目,不明,不明,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,須磨,横尾,281077,兵庫県,神戸市須磨区,多井畑東町,2019-07-10,22,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,垂水,平尾,281085,兵庫県,神戸市垂水区,泉が丘４丁目,2019-04-29,14,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,垂水,平尾,281085,兵庫県,神戸市垂水区,泉が丘５丁目,2019-04-17,06,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,垂水,平尾,281085,兵庫県,神戸市垂水区,東垂水町,2019-09-09,16,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,垂水,高丸,281085,兵庫県,神戸市垂水区,大町２丁目,2018-03-20,16,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,垂水,高丸,281085,兵庫県,神戸市垂水区,千鳥が丘１丁目,2019-01-30,22,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,垂水,名谷,281085,兵庫県,神戸市垂水区,名谷町,2019-01-29,17,駐車（輪）場,キーなし,なし,なし
窃盗,オートバイ盗,垂水,名谷,281085,兵庫県,神戸市垂水区,名谷町,2019-05-28,19,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,垂水,名谷,281085,兵庫県,神戸市垂水区,名谷町,2019-09-13,20,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,垂水,名谷,281085,兵庫県,神戸市垂水区,名谷町,2019-09-20,17,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,垂水,名谷,281085,兵庫県,神戸市垂水区,名谷町,2019-09-20,19,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,垂水,名谷,281085,兵庫県,神戸市垂水区,名谷町,2019-09-20,23,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,垂水,名谷,281085,兵庫県,神戸市垂水区,名谷町,2019-11-02,18,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,旭が丘１丁目,2019-10-23,12,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,千代が丘２丁目,2019-01-14,17,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,平磯３丁目,2019-06-13,08,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,平磯４丁目,2019-10-06,09,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,名谷町,2019-01-26,06,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,垂水,霞ヶ丘,281085,兵庫県,神戸市垂水区,歌敷山１丁目,2018-12-01,09,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,垂水,北舞子,281085,兵庫県,神戸市垂水区,北舞子２丁目,2019-01-12,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,垂水,北舞子,281085,兵庫県,神戸市垂水区,舞子台７丁目,2019-09-23,14,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,垂水,舞子駅前,281085,兵庫県,神戸市垂水区,舞子台８丁目,2018-09-15,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,垂水,舞子駅前,281085,兵庫県,神戸市垂水区,山手５丁目,2019-02-12,00,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,垂水,西舞子,281085,兵庫県,神戸市垂水区,西舞子５丁目,2019-07-28,17,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,垂水,西舞子,281085,兵庫県,神戸市垂水区,西舞子８丁目,2019-02-02,22,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,垂水,明舞,281085,兵庫県,神戸市垂水区,神陵台１丁目,2019-03-13,21,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,垂水,明舞,281085,兵庫県,神戸市垂水区,神陵台８丁目,2019-05-11,09,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,垂水,青山台,281085,兵庫県,神戸市垂水区,青山台６丁目,2019-09-06,19,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,垂水,青山台,281085,兵庫県,神戸市垂水区,青山台７丁目,2019-01-29,17,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,垂水,青山台,281085,兵庫県,神戸市垂水区,青山台７丁目,2019-03-23,17,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,垂水,青山台,281085,兵庫県,神戸市垂水区,松風台２丁目,2019-05-15,15,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,垂水,新多聞,281085,兵庫県,神戸市垂水区,本多聞２丁目,2019-01-02,16,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,垂水,新多聞,281085,兵庫県,神戸市垂水区,本多聞２丁目,2019-01-16,18,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,垂水,新多聞,281085,兵庫県,神戸市垂水区,学が丘２丁目,2019-05-05,09,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,垂水,新多聞,281085,兵庫県,神戸市垂水区,学が丘４丁目,2018-12-10,09,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町３丁目,2019-01-26,20,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町３丁目,2019-05-20,00,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町３丁目,2019-07-28,09,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,上池,281115,兵庫県,神戸市西区,玉津町上池,2019-06-26,16,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,上池,281115,兵庫県,神戸市西区,玉津町新方,2018-12-29,10,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,上池,281115,兵庫県,神戸市西区,玉津町新方,2019-04-28,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,上池,281115,兵庫県,神戸市西区,水谷３丁目,2019-10-18,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,出合,281115,兵庫県,神戸市西区,玉津町出合,2019-01-20,11,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,出合,281115,兵庫県,神戸市西区,玉津町出合,2019-01-20,11,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,春日台,281115,兵庫県,神戸市西区,美賀多台９丁目,2019-01-30,10,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,古郷,281115,兵庫県,神戸市西区,大沢１丁目,2019-09-15,12,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,神出,281115,兵庫県,神戸市西区,神出町宝勢,2018-02-20,18,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,高和,281115,兵庫県,神戸市西区,高雄台,2019-05-05,17,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,栄,281115,兵庫県,神戸市西区,押部谷町木津,2019-10-22,20,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,栄,281115,兵庫県,神戸市西区,桜が丘東町３丁目,2019-01-07,21,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,北別府１丁目,2019-07-11,13,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上１丁目,2019-09-17,18,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上２丁目,2019-01-28,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上２丁目,2019-01-28,18,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上３丁目,2018-12-26,07,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上４丁目,2018-08-01,13,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上４丁目,2019-01-28,21,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上４丁目,2019-04-27,07,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上４丁目,2019-04-27,21,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,今寺,2019-06-13,20,道路上,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,大津和１丁目,2018-08-01,22,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,大津和１丁目,2019-01-07,09,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,大津和１丁目,2019-01-19,10,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,大津和１丁目,2019-01-22,09,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,大津和１丁目,2019-02-04,14,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,大津和２丁目,2017-05-01,12,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,大津和２丁目,2019-06-20,17,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,大津和３丁目,2019-02-23,09,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,南別府１丁目,2018-12-27,18,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,南別府１丁目,2019-04-29,14,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,南別府４丁目,2019-08-24,10,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,白水１丁目,2019-03-15,17,一戸建住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園西町７丁目,2016-09-01,不明,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園西町８丁目,2019-08-19,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,学園駅前,281115,兵庫県,神戸市西区,前開南町１丁目,2019-05-08,17,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,学園駅前,281115,兵庫県,神戸市西区,前開南町１丁目,2019-08-01,08,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町有瀬,2019-01-12,19,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町有瀬,2019-01-18,08,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町有瀬,2019-01-26,18,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町有瀬,2019-02-19,06,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町有瀬,2019-05-08,14,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町有瀬,2019-05-08,20,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町有瀬,2019-06-14,19,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,竹の台,281115,兵庫県,神戸市西区,竹の台２丁目,2018-09-03,10,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台東町４丁目,2019-03-08,07,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台西町１丁目,2018-05-01,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台西町１丁目,2018-12-01,不明,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,玉津,281115,兵庫県,神戸市西区,平野町慶明,2019-01-23,08,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,玉津,281115,兵庫県,神戸市西区,宮下２丁目,2018-11-01,13,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,有馬,唐櫃,281093,兵庫県,神戸市北区,唐櫃台１丁目,2012-03-01,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸北,鈴蘭台,281093,兵庫県,神戸市北区,鈴蘭台東町８丁目,2019-07-18,20,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸北,北鈴蘭台,281093,兵庫県,神戸市北区,泉台１丁目,2019-08-01,17,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸北,五葉,281093,兵庫県,神戸市北区,北五葉３丁目,2019-04-28,16,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,芦屋,打出,282065,兵庫県,芦屋市,大東町,2018-03-14,00,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
